L47_client_mapping	agent_handle	ixia
L47_client_mapping	client_network_handle	ixia
L47_client_mapping	client_traffic_handle	ixia
L47_client_mapping	handle	ixia
L47_client_mapping	iterations	ixia
L47_client_mapping	mode	ixia
L47_client_mapping	objective_type	ixia
L47_client_mapping	objective_type_for_activity	ixia
L47_client_mapping	objective_value	ixia
L47_client_mapping	objective_value_for_activity	ixia
L47_client_mapping	offline_time	ixia
L47_client_mapping	port_map_for_activity	ixia
L47_client_mapping	port_map_policy	ixia
L47_client_mapping	ramp_down_time	ixia
L47_client_mapping	ramp_up_interval	ixia
L47_client_mapping	ramp_up_type	ixia
L47_client_mapping	ramp_up_value	ixia
L47_client_mapping	standby_time	ixia
L47_client_mapping	sustain_time	ixia
L47_dut	enable_direct_server_return	ixia
L47_dut	handle	ixia
L47_dut	ip_address	ixia
L47_dut	mode	ixia
L47_dut	server_network	ixia
L47_ftp_client	a_arguments	ixia
L47_ftp_client	a_command	ixia
L47_ftp_client	a_destination	ixia
L47_ftp_client	a_password	ixia
L47_ftp_client	a_user_name	ixia
L47_ftp_client	access_mode	ixia
L47_ftp_client	esm	ixia
L47_ftp_client	esm_enable	ixia
L47_ftp_client	handle	ixia
L47_ftp_client	ip_preference	ixia
L47_ftp_client	loop_enable	ixia
L47_ftp_client	mode	ixia
L47_ftp_client	password	ixia
L47_ftp_client	property	ixia
L47_ftp_client	rf_name	ixia
L47_ftp_client	rf_payload_file	ixia
L47_ftp_client	tos	ixia
L47_ftp_client	tos_enable	ixia
L47_ftp_client	user_name	ixia
L47_ftp_server	esm	ixia
L47_ftp_server	esm_enable	ixia
L47_ftp_server	ftp_port	ixia
L47_ftp_server	handle	ixia
L47_ftp_server	mode	ixia
L47_ftp_server	property	ixia
L47_ftp_server	rf_name	ixia
L47_ftp_server	tos	ixia
L47_ftp_server	tos_enable	ixia
L47_http_client	a_abort	ixia
L47_http_client	a_arguments	ixia
L47_http_client	a_command	ixia
L47_http_client	a_destination	ixia
L47_http_client	a_page_handle	ixia
L47_http_client	a_profile_handle	ixia
L47_http_client	browser_emulation	ixia
L47_http_client	certificate	ixia
L47_http_client	certificate_file	ixia
L47_http_client	client_ciphers	ixia
L47_http_client	cookie_jar_size	ixia
L47_http_client	cookie_reject_probability	ixia
L47_http_client	cookie_support_enable	ixia
L47_http_client	esm	ixia
L47_http_client	esm_enable	ixia
L47_http_client	follow_http_redirects	ixia
L47_http_client	handle	ixia
L47_http_client	http_proxy	ixia
L47_http_client	http_proxy_enable	ixia
L47_http_client	http_version	ixia
L47_http_client	https_proxy	ixia
L47_http_client	https_proxy_enable	ixia
L47_http_client	ip_preference	ixia
L47_http_client	keep_alive	ixia
L47_http_client	large_header_enable	ixia
L47_http_client	loop_enable	ixia
L47_http_client	max_header_len	ixia
L47_http_client	max_persistent_requests	ixia
L47_http_client	max_pipeline	ixia
L47_http_client	max_sessions	ixia
L47_http_client	mode	ixia
L47_http_client	pr_basic_auth	ixia
L47_http_client	pr_case_insensitive_match	ixia
L47_http_client	pr_password	ixia
L47_http_client	pr_substring	ixia
L47_http_client	pr_substring_match_enable	ixia
L47_http_client	pr_user_id	ixia
L47_http_client	private_key	ixia
L47_http_client	private_key_file	ixia
L47_http_client	private_key_password	ixia
L47_http_client	property	ixia
